country,order_value_eur,cost,date,category,customer_name,sales_manager,sales_rep,device_type,order_id,profit,profit_margin,year,month,weekday
Ireland,165747.2,132912.68,2020-01-21,Books,"Farrell, Swaniawski And Crist",Glenine Suttaby,Bunnie Tonbridge,Pc,96-1991854,32834.52,19.8099998069349,2020,1,Tuesday
Sweden,177215.51,155807.88,2019-07-05,Clothing,"Schmitt, Purdy And Johnson",Maxie Marrow,Alyosha Meah,Pc,54-3353166,21407.63,12.0799979640608,2019,7,Friday
France,99132.04,78819.89,2020-03-21,Smartphones,Kirlin And Sons,Othello Bowes,Avrit Chanders,Pc,44-6408586,20312.1499999999,20.489994960257,2020,3,Saturday
Germany,180519.86,145968.36,2019-04-07,Games,"Jacobson, Marvin And Brown",Rickard Doogood,Casie Macbain,Pc,86-6107692,34551.5,19.1399993330373,2019,4,Sunday
France,68173.22,54040.91,2020-11-14,Smartphones,Larkin-Collier,Othello Bowes,Amelina Piscopiello,Pc,89-7513050,14132.3099999999,20.7300021914763,2020,11,Saturday
Portugal,97439.36,79773.6,2019-08-08,Games,Labadie And Sons,Celine Tumasian,Brynn Dempster,Pc,54-2767741,17665.7599999999,18.1300041379582,2019,8,Thursday
Sweden,103638.67,84030.23,2020-10-22,Electronics,"Leffler, Prohaska And Streich",Maxie Marrow,Anita Woakes,Pc,24-6905998,19608.44,18.9200035083429,2020,10,Thursday
Sweden,169810.63,145952.24,2020-11-28,Smartphones,"Schowalter, Lesch And Beahan",Maxie Marrow,Caro Morfield,Pc,35-0173281,23858.39,14.0499979300471,2020,11,Saturday
France,75264.84,61694.59,2020-09-16,Clothing,Tillman And Sons,Othello Bowes,Ora Grennan,Mobile,93-5465623,13570.25,18.0299991337256,2020,9,Wednesday
Spain,58933.16,51855.29,2019-09-20,Electronics,"Schowalter, Lesch And Beahan",Emalia Dinse,Bertha Walbrook,Mobile,67-2823354,7077.87,12.0099957307566,2019,9,Friday
Portugal,168773.6,137398.59,2019-08-22,Games,Tillman And Sons,Celine Tumasian,Corene Shirer,Pc,28-0622425,31375.01,18.5899986727782,2019,8,Thursday
Portugal,152676.77,122385.7,2020-07-07,Outdoors,"Spencer, Rogahn And Muller",Celine Tumasian,Smitty Culverhouse,Pc,84-0679518,30291.0699999999,19.8399992349851,2020,7,Tuesday
Portugal,116556.81,95448.37,2020-05-24,Outdoors,"Hermiston, Simonis And Wisoky",Celine Tumasian,Hortense Gerring,Pc,95-1195568,21108.44,18.1100014662377,2020,5,Sunday
France,310539.0,248275.93,2020-11-12,Electronics,Johns And Sons,Othello Bowes,Ora Grennan,Pc,57-2495984,62263.07,20.0500001610103,2020,11,Thursday
Portugal,106325.72,92705.4,2019-09-19,Games,Goldner-Dibbert,Celine Tumasian,Aurelie Wren,Mobile,77-5229094,13620.32,12.8099955495246,2019,9,Thursday
Sweden,90602.07,71630.0,2020-05-03,Electronics,Mcglynn-Bergstrom,Maxie Marrow,Tarrah Castelletti,Pc,09-3747816,18972.07,20.9399961833101,2020,5,Sunday
Spain,120012.56,97762.23,2020-11-05,Games,"Schmitt, Purdy And Johnson",Emalia Dinse,Bertha Walbrook,Mobile,62-9738356,22250.33,18.5400011465466,2020,11,Thursday
France,143658.22,123158.19,2020-10-30,Appliances,Wisoky Inc,Othello Bowes,Amelina Piscopiello,Pc,22-6938537,20500.03,14.2700013963698,2020,10,Friday
Portugal,263571.82,216155.25,2020-08-06,Outdoors,"Dickinson, Hyatt And Berge",Celine Tumasian,Aurelie Wren,Pc,11-0955383,47416.57,17.9899998414094,2020,8,Thursday
France,131097.05,109203.84,2020-06-26,Beauty,Larkin-Collier,Othello Bowes,Maighdiln Upcraft,Pc,80-1374023,21893.2099999999,16.7000020214032,2020,6,Friday
Italy,127830.38,103874.97,2020-05-21,Games,Romaguera-Dietrich,Piggy Roscrigg,Joshua Prevost,Pc,66-7112079,23955.41,18.7399974872952,2020,5,Thursday
Portugal,129353.22,111593.02,2019-01-18,Games,Kihn Inc,Celine Tumasian,Corene Shirer,Mobile,31-2600204,17760.1999999999,13.7300022372848,2019,1,Friday
Sweden,176473.32,139413.92,2019-06-22,Games,Wisoky Inc,Maxie Marrow,Anita Woakes,Pc,00-7031798,37059.3999999999,21.0000015866421,2019,6,Saturday
Denmark,43609.57,34634.72,2020-01-03,Appliances,Walter Llc,Modestia Byfford,Cobby Andersen,Pc,20-1827241,8974.84999999999,20.5800011327788,2020,1,Friday
Portugal,137562.42,112140.88,2020-04-14,Clothing,Dibbert Inc,Celine Tumasian,Hortense Gerring,Pc,80-5941460,25421.54,18.4800034776939,2020,4,Tuesday
France,51504.5,44592.6,2019-09-22,Appliances,Dibbert Inc,Othello Bowes,Amelina Piscopiello,Pc,17-3240628,6911.9,13.4199924278461,2019,9,Sunday
France,38750.53,31298.8,2019-01-09,Outdoors,Johns And Sons,Othello Bowes,Amelina Piscopiello,Pc,22-5929243,7451.73,19.2300079508589,2019,1,Wednesday
France,111676.46,92791.97,2019-08-06,Beauty,Armstrong-Little,Othello Bowes,Ora Grennan,Pc,35-7483371,18884.49,16.9100005498025,2019,8,Tuesday
Sweden,46849.71,39630.17,2019-08-26,Beauty,"Leffler, Prohaska And Streich",Maxie Marrow,Anita Woakes,Pc,71-1921602,7219.54,15.4099993361751,2019,8,Monday
Sweden,296844.24,244926.18,2019-08-06,Other,Walter Llc,Maxie Marrow,Tarrah Castelletti,Pc,22-9949979,51918.06,17.4900008165898,2019,8,Tuesday
Portugal,163492.16,134178.02,2020-12-08,Appliances,"Shanahan, Schaden And Parker",Celine Tumasian,Corene Shirer,Pc,06-8466490,29314.14,17.9299973772442,2020,12,Tuesday
France,116206.87,93104.94,2019-04-15,Games,"Keeling, Monahan And Pollich",Othello Bowes,Amelina Piscopiello,Pc,34-6603897,23101.9299999999,19.8800036521076,2019,4,Monday
France,195214.72,154649.1,2019-06-26,Books,"Keeling, Monahan And Pollich",Othello Bowes,Maighdiln Upcraft,Pc,92-3462655,40565.6199999999,20.7800006065116,2019,6,Wednesday
France,168226.52,136818.63,2020-01-25,Smartphones,Altenwerth-Konopelski,Othello Bowes,Avrit Chanders,Pc,26-9826298,31407.8899999999,18.6699992367434,2020,1,Saturday
Sweden,249842.77,218737.35,2020-09-07,Books,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,Pc,39-5542863,31105.4199999999,12.4499980527753,2020,9,Monday
Netherlands,105678.39,89720.95,2020-07-05,Games,Hegmann Group,Denice Amberg,Nero Harbisher,Mobile,18-1809309,15957.44,15.1000029428911,2020,7,Sunday
Portugal,253580.08,212449.39,2020-06-07,Games,Wyman Group,Celine Tumasian,Brynn Dempster,Pc,51-0837613,41130.6899999999,16.2200004038172,2020,6,Sunday
France,56705.66,46986.31,2019-01-02,Outdoors,Johns And Sons,Othello Bowes,Crysta Halls,Pc,46-0117523,9719.35,17.1399997813269,2019,1,Wednesday
Sweden,35354.22,30517.76,2019-02-27,Smartphones,"Dickinson, Hyatt And Berge",Maxie Marrow,Caro Morfield,Pc,58-1079558,4836.46,13.680007648309,2019,2,Wednesday
Portugal,25834.34,22450.04,2020-03-13,Electronics,Romaguera-Dietrich,Celine Tumasian,Brynn Dempster,Mobile,49-9010863,3384.29999999999,13.1000056513926,2020,3,Friday
Portugal,121928.48,98408.48,2019-09-19,Clothing,Altenwerth-Konopelski,Celine Tumasian,Brynn Dempster,Mobile,58-2028009,23520.0,19.28999688998,2019,9,Thursday
France,167935.31,137942.06,2019-04-18,Games,Romaguera-Haley,Othello Bowes,Amelina Piscopiello,Pc,03-4045721,29993.25,17.8600021639284,2019,4,Thursday
Portugal,151151.77,124035.14,2019-12-30,Appliances,"Rowe, Hermiston And Kessler",Celine Tumasian,Aurelie Wren,Pc,80-3039005,27116.6299999999,17.9400016288264,2019,12,Monday
France,95966.17,75976.42,2019-08-24,Electronics,Littel-Blick,Othello Bowes,Amelina Piscopiello,Pc,90-4449856,19989.75,20.8299966540292,2019,8,Saturday
Portugal,123424.43,98171.79,2019-11-04,Clothing,"Spencer, Rogahn And Muller",Celine Tumasian,Corene Shirer,Pc,82-2837449,25252.64,20.4600013141644,2019,11,Monday
France,128221.13,102217.88,2020-06-21,Clothing,Johns And Sons,Othello Bowes,Amelina Piscopiello,Pc,21-4033151,26003.25,20.2800037716092,2020,6,Sunday
Portugal,204133.95,167553.15,2020-06-13,Games,"Leffler, Prohaska And Streich",Celine Tumasian,Corene Shirer,Pc,98-6563368,36580.8,17.9199981188822,2020,6,Saturday
Sweden,89376.84,73646.52,2019-02-17,Beauty,Johns And Sons,Maxie Marrow,Alyosha Meah,Pc,21-2589548,15730.3199999999,17.5999957035849,2019,2,Sunday
Sweden,110837.96,92106.34,2019-02-25,Electronics,"Dickinson, Hyatt And Berge",Maxie Marrow,Alyosha Meah,Pc,52-7049356,18731.62,16.9000042945575,2019,2,Monday
Netherlands,118026.37,99873.91,2020-04-07,Appliances,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,Pc,35-1708827,18152.4599999999,15.38000363817,2020,4,Tuesday
Portugal,177208.76,151779.3,2019-02-01,Appliances,Romaguera-Dietrich,Celine Tumasian,Smitty Culverhouse,Mobile,22-1266257,25429.46,14.3500016590602,2019,2,Friday
Sweden,97148.34,77806.11,2020-04-29,Books,Romaguera-Dietrich,Maxie Marrow,Tarrah Castelletti,Pc,44-9978904,19342.2299999999,19.9099953740846,2020,4,Wednesday
Spain,144530.35,115407.48,2020-04-08,Other,"Swaniawski, Runolfsson And Green",Emalia Dinse,Manuel Goudie,Pc,63-1220717,29122.87,20.1500030962355,2020,4,Wednesday
Sweden,45261.84,37816.27,2020-11-21,Beauty,Tillman And Sons,Maxie Marrow,Madelon Bront,Pc,40-0265810,7445.57,16.4499940788973,2020,11,Saturday
Bulgaria,105277.2,90759.47,2019-11-21,Books,"Spencer, Rogahn And Muller",Charil Alpe,Shermy Mcgready,Pc,56-6094665,14517.7299999999,13.7900039134779,2019,11,Thursday
Denmark,65822.05,54790.27,2020-11-11,Clothing,"Keeling, Monahan And Pollich",Modestia Byfford,Case Desorts,Pc,75-3776704,11031.78,16.7600067150749,2020,11,Wednesday
France,78540.62,63987.04,2019-08-10,Clothing,Considine-Fisher,Othello Bowes,Crysta Halls,Pc,55-1050582,14553.5799999999,18.5300039648273,2019,8,Saturday
Italy,37636.91,30847.21,2020-03-16,Appliances,West-Cummings,Piggy Roscrigg,Joshua Prevost,Mobile,78-8602908,6789.7,18.0400038154035,2020,3,Monday
Portugal,138127.81,115240.03,2020-05-24,Appliances,"Hamill, Kulas And Roob",Celine Tumasian,Corene Shirer,Pc,30-3460885,22887.78,16.5700013632301,2020,5,Sunday
Ireland,37892.58,30010.92,2019-01-21,Electronics,Johns And Sons,Glenine Suttaby,Palm Wetherald,Pc,59-0348389,7881.66,20.8000088671713,2019,1,Monday
Bulgaria,65329.65,53237.13,2020-02-26,Clothing,"Christiansen, Donnelly And Bechtelar",Charil Alpe,Shermy Mcgready,Mobile,91-7447818,12092.52,18.5100027322969,2020,2,Wednesday
France,167072.72,135044.88,2019-10-21,Clothing,O'Connell-Mitchell,Othello Bowes,Ora Grennan,Pc,37-6449638,32027.8399999999,19.1699997462182,2019,10,Monday
France,164243.32,134121.1,2019-05-20,Smartphones,Kirlin And Sons,Othello Bowes,Amelina Piscopiello,Pc,38-2806168,30122.22,18.3399970239276,2019,5,Monday
France,174951.18,142690.18,2019-09-18,Clothing,Tillman And Sons,Othello Bowes,Amelina Piscopiello,Mobile,09-7737652,32261.0,18.4400013763839,2019,9,Wednesday
Portugal,98521.87,84571.17,2020-02-01,Clothing,Johns And Sons,Celine Tumasian,Brynn Dempster,Pc,29-1727395,13950.6999999999,14.1600032561298,2020,2,Saturday
Portugal,69750.57,60731.82,2019-03-19,Games,Johns And Sons,Celine Tumasian,Hortense Gerring,Pc,92-4695001,9018.75,12.9300018623503,2019,3,Tuesday
Portugal,129022.02,104585.25,2020-06-20,Electronics,Walter Llc,Celine Tumasian,Corene Shirer,Pc,51-2167412,24436.77,18.9399995442638,2020,6,Saturday
Portugal,41805.53,33352.45,2019-03-23,Appliances,"Abbott, Roberts And Torp",Celine Tumasian,Brynn Dempster,Tablet,27-7169008,8453.08,20.2200043869794,2019,3,Saturday
Finland,145809.65,123136.25,2019-07-30,Appliances,O'Connell-Mitchell,Hube Corey,Mellicent Mattys,Pc,96-5231814,22673.3999999999,15.5499996056502,2019,7,Tuesday
France,29443.71,23958.35,2020-10-29,Appliances,Johns And Sons,Othello Bowes,Ora Grennan,Pc,03-2027170,5485.36,18.6299892235047,2020,10,Thursday
Sweden,138443.23,115101.7,2019-06-14,Clothing,Wyman Group,Maxie Marrow,Alyosha Meah,Mobile,99-9599677,23341.53,16.8600010271358,2019,6,Friday
Uk,102000.57,87261.49,2020-03-17,Games,Franecki-White,Jessamine Apark,Genevra Charrisson,Pc,22-0725785,14739.08,14.4499976813855,2020,3,Tuesday
Portugal,53181.88,42316.82,2020-06-01,Smartphones,"Christiansen, Donnelly And Bechtelar",Celine Tumasian,Hortense Gerring,Pc,37-6033123,10865.0599999999,20.4300036027308,2020,6,Monday
Portugal,99518.86,81854.26,2019-12-03,Books,"Dickinson, Hyatt And Berge",Celine Tumasian,Corene Shirer,Pc,29-5158368,17664.6,17.7500023613614,2019,12,Tuesday
Portugal,79288.03,68536.57,2019-08-07,Clothing,Johns And Sons,Celine Tumasian,Hortense Gerring,Pc,95-4281933,10751.4599999999,13.5600039501548,2019,8,Wednesday
France,111557.68,92470.16,2020-02-15,Books,Hessel-Stiedemann,Othello Bowes,Crysta Halls,Pc,61-0532585,19087.5199999999,17.1100008533701,2020,2,Saturday
Netherlands,43008.69,34458.56,2019-07-19,Appliances,Stamm-Zulauf,Denice Amberg,Nero Harbisher,Pc,99-9093075,8550.13,19.8800056453707,2019,7,Friday
France,154936.24,135739.64,2020-06-29,Books,Friesen-Rath,Othello Bowes,Ora Grennan,Pc,65-2631885,19196.5999999999,12.3899999122219,2020,6,Monday
Sweden,115339.49,100691.37,2019-03-09,Outdoors,"Farrell, Swaniawski And Crist",Maxie Marrow,Madelon Bront,Mobile,03-4651559,14648.12,12.7000041356173,2019,3,Saturday
France,65254.5,53919.79,2019-06-17,Games,"Rowe, Hermiston And Kessler",Othello Bowes,Maighdiln Upcraft,Pc,91-6673445,11334.71,17.3700051337455,2019,6,Monday
Netherlands,50241.47,43443.8,2020-10-17,Books,"Schmitt, Purdy And Johnson",Denice Amberg,Nero Harbisher,Tablet,62-1501210,6797.66999999999,13.5299982265646,2020,10,Saturday
Uk,304337.49,261730.24,2019-04-12,Clothing,Wunsch Llc,Jessamine Apark,Genevra Charrisson,Pc,29-0072186,42607.25,14.0000004600156,2019,4,Friday
Bulgaria,95960.77,76519.12,2020-11-10,Books,Hessel-Stiedemann,Charil Alpe,Bernadine Fullagar,Pc,06-5115020,19441.65,20.2599979137307,2020,11,Tuesday
Sweden,152522.94,122399.66,2020-11-04,Outdoors,Hane Inc,Maxie Marrow,Madelon Bront,Pc,22-6046651,30123.28,19.7499995738345,2020,11,Wednesday
Sweden,63196.98,54671.71,2019-04-18,Smartphones,"Spencer, Rogahn And Muller",Maxie Marrow,Caro Morfield,Pc,71-6499815,8525.27,13.4899958827146,2019,4,Thursday
Sweden,83119.87,69604.58,2019-01-29,Clothing,O'Connell-Mitchell,Maxie Marrow,Alyosha Meah,Pc,81-1454737,13515.2899999999,16.2599989629435,2019,1,Tuesday
France,75483.45,60077.28,2019-03-12,Appliances,Johns And Sons,Othello Bowes,Ora Grennan,Pc,26-0092767,15406.1699999999,20.4099971583174,2019,3,Tuesday
Ireland,65397.28,53920.06,2020-03-20,Outdoors,Baumbach Group,Glenine Suttaby,Bunnie Tonbridge,Mobile,74-6211038,11477.22,17.5499959631348,2020,3,Friday
France,48890.14,41180.16,2019-05-20,Clothing,Johns And Sons,Othello Bowes,Ora Grennan,Pc,85-5544928,7709.97999999999,15.7700100674696,2019,5,Monday
France,80839.75,63936.16,2020-05-21,Games,Goldner-Dibbert,Othello Bowes,Crysta Halls,Pc,00-6227453,16903.5899999999,20.9099978661487,2020,5,Thursday
Ireland,79375.17,64532.01,2020-09-02,Beauty,Hessel-Stiedemann,Glenine Suttaby,Bunnie Tonbridge,Mobile,70-5224180,14843.1599999999,18.7000040440858,2020,9,Wednesday
Bulgaria,158011.3,137390.83,2019-11-27,Beauty,"Jacobson, Marvin And Brown",Charil Alpe,Bernadine Fullagar,Pc,40-8287610,20620.47,13.0499970571724,2019,11,Wednesday
Portugal,155766.23,131529.0,2020-05-27,Games,Romaguera-Haley,Celine Tumasian,Aurelie Wren,Pc,49-7876403,24237.23,15.5600029608471,2020,5,Wednesday
France,19366.75,15857.49,2020-03-28,Games,Wisoky Inc,Othello Bowes,Avrit Chanders,Pc,01-6107437,3509.26,18.1200253010959,2020,3,Saturday
France,45481.24,37317.36,2019-10-25,Smartphones,Wiza And Sons,Othello Bowes,Crysta Halls,Pc,13-6163562,8163.87999999999,17.9499943273314,2019,10,Friday
Sweden,152747.92,130614.75,2020-03-05,Appliances,Armstrong-Little,Maxie Marrow,Anita Woakes,Pc,41-0722740,22133.17,14.4899976379383,2020,3,Thursday
Sweden,255216.0,211446.46,2019-12-28,Clothing,"Jacobson, Marvin And Brown",Maxie Marrow,Tarrah Castelletti,Pc,65-4008552,43769.54,17.1499984327001,2019,12,Saturday
Portugal,154858.0,135376.86,2020-07-22,Games,"Dickinson, Hyatt And Berge",Celine Tumasian,Smitty Culverhouse,Pc,72-4825752,19481.14,12.5800023247103,2020,7,Wednesday
France,250488.42,214142.55,2020-06-13,Appliances,Goldner-Dibbert,Othello Bowes,Amelina Piscopiello,Pc,18-2580592,36345.87,14.5100001029987,2020,6,Saturday
Sweden,115151.22,91430.07,2020-10-25,Appliances,"Farrell, Swaniawski And Crist",Maxie Marrow,Madelon Bront,Pc,14-1283254,23721.1499999999,20.5999988536812,2020,10,Sunday
Sweden,57347.48,50041.41,2020-12-08,Beauty,Johns And Sons,Maxie Marrow,Madelon Bront,Pc,79-4826735,7306.07,12.740001827456,2020,12,Tuesday
Portugal,74790.02,64992.53,2020-06-19,Beauty,Corwin And Sons,Celine Tumasian,Corene Shirer,Pc,82-2840501,9797.49,13.0999964968588,2020,6,Friday
France,72749.07,59108.62,2019-01-20,Smartphones,Johns And Sons,Othello Bowes,Amelina Piscopiello,Pc,19-0320558,13640.45,18.7499991408824,2019,1,Sunday
Bulgaria,128235.65,103024.52,2020-09-20,Books,"Dickinson, Hyatt And Berge",Charil Alpe,Shermy Mcgready,Pc,57-0945292,25211.1299999999,19.6600009435753,2020,9,Sunday
Sweden,79088.7,67415.21,2020-05-24,Beauty,Mcglynn-Prosacco,Maxie Marrow,Tarrah Castelletti,Pc,01-6573793,11673.4899999999,14.7599973194653,2020,5,Sunday
Uk,124537.47,105881.76,2019-09-24,Clothing,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,Pc,63-0694419,18655.71,14.9799975862686,2019,9,Tuesday
Sweden,161192.45,135965.83,2019-04-07,Clothing,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,Pc,24-2442637,25226.62,15.6500009770929,2019,4,Sunday
France,109697.86,89853.52,2019-07-24,Beauty,Considine-Fisher,Othello Bowes,Crysta Halls,Pc,04-8899739,19844.3399999999,18.0899973800765,2019,7,Wednesday
France,57276.26,49223.22,2020-04-04,Appliances,Johns And Sons,Othello Bowes,Amelina Piscopiello,Pc,48-2932903,8053.04,14.0599962357877,2020,4,Saturday
Netherlands,149956.93,130087.64,2020-08-10,Games,"Spencer, Rogahn And Muller",Denice Amberg,Nero Harbisher,Pc,66-0265458,19869.2899999999,13.2499978493824,2020,8,Monday
Italy,127075.41,110924.13,2019-09-24,Clothing,Labadie And Sons,Piggy Roscrigg,Joshua Prevost,Pc,57-6602854,16151.2799999999,12.7099963714458,2019,9,Tuesday
Sweden,28755.32,23938.8,2019-10-10,Books,"Murray, Reichel And Nolan",Maxie Marrow,Madelon Bront,Pc,47-6702070,4816.52,16.7500135627077,2019,10,Thursday
Portugal,178027.46,144985.56,2020-04-01,Appliances,Wisoky Inc,Celine Tumasian,Corene Shirer,Pc,99-9215178,33041.8999999999,18.5600019232987,2020,4,Wednesday
Bulgaria,152231.86,122303.08,2019-08-05,Smartphones,Smith Group,Charil Alpe,Shermy Mcgready,Pc,39-5953116,29928.7799999999,19.6599975852623,2019,8,Monday
Sweden,53957.42,46905.19,2019-05-25,Smartphones,Johns And Sons,Maxie Marrow,Caro Morfield,Pc,71-3278650,7052.22999999999,13.0699911152163,2019,5,Saturday
Portugal,80474.78,66568.74,2019-05-22,Clothing,"Farrell, Swaniawski And Crist",Celine Tumasian,Hortense Gerring,Pc,38-6891011,13906.0399999999,17.2799975346313,2019,5,Wednesday
Bulgaria,145439.65,123710.97,2020-03-10,Smartphones,Friesen And Sons,Charil Alpe,Bernadine Fullagar,Pc,06-5566367,21728.6799999999,14.9399974491137,2020,3,Tuesday
France,84035.82,71329.6,2020-10-27,Books,Johns And Sons,Othello Bowes,Maighdiln Upcraft,Tablet,30-9025281,12706.22,15.1200047789145,2020,10,Tuesday
Spain,68288.68,56754.72,2020-09-27,Beauty,Johns And Sons,Emalia Dinse,Bertha Walbrook,Pc,80-4161102,11533.9599999999,16.8900028525957,2020,9,Sunday
Sweden,100578.6,83208.68,2019-01-14,Electronics,Labadie And Sons,Maxie Marrow,Caro Morfield,Pc,96-1388247,17369.92,17.2699958042764,2019,1,Monday
France,94925.0,77572.71,2019-09-30,Accessories,Schoen-Keeling,Othello Bowes,Avrit Chanders,Mobile,21-2097342,17352.2899999999,18.2799999999999,2019,9,Monday
France,105464.41,84761.75,2019-08-27,Books,"Schmitt, Purdy And Johnson",Othello Bowes,Avrit Chanders,Pc,30-4045249,20702.66,19.6299965078266,2019,8,Tuesday
France,155827.3,126360.36,2019-04-30,Appliances,Hilll-Vandervort,Othello Bowes,Avrit Chanders,Tablet,31-9806848,29466.9399999999,18.9099984405813,2019,4,Tuesday
Portugal,90994.31,72540.66,2020-09-05,Electronics,"Zieme, Bailey And Herzog",Celine Tumasian,Brynn Dempster,Pc,09-7835975,18453.6499999999,20.2800043211493,2020,9,Saturday
Portugal,32779.67,26800.66,2020-03-22,Outdoors,Kihn Inc,Celine Tumasian,Aurelie Wren,Pc,16-9758497,5979.00999999999,18.2399944843862,2020,3,Sunday
Bulgaria,40187.99,32508.07,2020-05-22,Games,Friesen-Rath,Charil Alpe,Shermy Mcgready,Pc,54-1058965,7679.91999999999,19.1099878346739,2020,5,Friday
Uk,91842.59,73979.21,2019-03-29,Games,Marquardt-Kuvalis,Jessamine Apark,Genevra Charrisson,Pc,84-0565956,17863.3799999999,19.4499959114828,2019,3,Friday
Portugal,38494.71,33113.15,2019-04-02,Games,Wisoky Inc,Celine Tumasian,Hortense Gerring,Pc,85-6263705,5381.55999999999,13.9799988102261,2019,4,Tuesday
France,86050.61,75569.65,2020-03-09,Clothing,Mcclure Inc,Othello Bowes,Crysta Halls,Pc,46-4560578,10480.96,12.1799950052649,2020,3,Monday
Sweden,36749.51,30101.52,2020-10-15,Games,Hilll-Vandervort,Maxie Marrow,Madelon Bront,Pc,08-5093310,6647.99,18.090009907615,2020,10,Thursday
Finland,194531.02,158970.75,2019-09-07,Clothing,"Farrell, Swaniawski And Crist",Hube Corey,Mellicent Mattys,Tablet,21-8525376,35560.2699999999,18.27999976559,2019,9,Saturday
France,106730.16,89503.91,2020-07-30,Beauty,"Farrell, Swaniawski And Crist",Othello Bowes,Ora Grennan,Pc,60-0406937,17226.25,16.1400020387864,2020,7,Thursday
Germany,30177.8,23924.96,2020-06-10,Electronics,"Leffler, Prohaska And Streich",Rickard Doogood,Casie Macbain,Mobile,61-4937643,6252.84,20.7199994698089,2020,6,Wednesday
Portugal,93902.04,80793.31,2020-01-03,Clothing,Tillman And Sons,Celine Tumasian,Aurelie Wren,Pc,94-3251589,13108.7299999999,13.9600055547249,2020,1,Friday
Germany,250483.63,217269.5,2020-03-07,Accessories,Considine-Fisher,Rickard Doogood,Casie Macbain,Mobile,48-2124998,33214.13,13.2600002642887,2020,3,Saturday
Sweden,162142.74,136037.76,2019-01-29,Clothing,Kirlin And Sons,Maxie Marrow,Alyosha Meah,Pc,19-1017922,26104.9799999999,16.0999992969157,2019,1,Tuesday
Denmark,47516.54,38987.32,2020-09-01,Books,Johns And Sons,Modestia Byfford,Cobby Andersen,Pc,51-1141675,8529.22,17.9500022518474,2020,9,Tuesday
Germany,163546.81,133307.0,2019-07-05,Electronics,"Lueilwitz, Kerluke And Lesch",Rickard Doogood,Casie Macbain,Pc,94-2134593,30239.8099999999,18.4900029538943,2019,7,Friday
France,35437.89,30412.8,2020-03-02,Clothing,Homenick-Marvin,Othello Bowes,Ora Grennan,Pc,82-0616982,5025.09,14.1799920932087,2020,3,Monday
Belgium,122889.28,103042.66,2020-11-27,Smartphones,Labadie And Sons,Lambert Norheny,Collin Mackness,Pc,22-5761330,19846.6199999999,16.150001041588,2020,11,Friday
Luxembourg,26490.47,21168.53,2019-04-11,Appliances,Hessel-Stiedemann,Ilsa Kob,Jocelyn Laurentino,Pc,62-1694462,5321.94,20.0900172779116,2019,4,Thursday
Uk,173722.59,148063.76,2019-09-04,Games,"Schowalter, Lesch And Beahan",Jessamine Apark,Jay Morefield,Pc,66-2612057,25658.8299999999,14.7700019899542,2019,9,Wednesday
France,76543.36,65819.64,2019-03-21,Accessories,"Hermiston, Simonis And Wisoky",Othello Bowes,Ora Grennan,Pc,01-7655863,10723.72,14.0099938126572,2019,3,Thursday
Sweden,69626.39,57295.56,2019-06-15,Electronics,"Hamill, Kulas And Roob",Maxie Marrow,Madelon Bront,Pc,06-2196763,12330.83,17.7099947304463,2019,6,Saturday
France,249915.21,215326.95,2020-12-15,Appliances,Armstrong-Little,Othello Bowes,Crysta Halls,Pc,84-4465649,34588.2599999999,13.8399979737127,2020,12,Tuesday
Portugal,55790.71,48783.4,2020-08-10,Appliances,Johns And Sons,Celine Tumasian,Corene Shirer,Pc,63-6767584,7007.30999999999,12.5599943072959,2020,8,Monday
Netherlands,77896.83,62714.74,2020-03-13,Clothing,Dibbert Inc,Denice Amberg,Nero Harbisher,Pc,75-7443241,15182.09,19.4899972181153,2020,3,Friday
Portugal,104391.93,86770.57,2020-04-01,Beauty,"Murray, Reichel And Nolan",Celine Tumasian,Brynn Dempster,Pc,34-8182639,17621.3599999999,16.8800021227694,2020,4,Wednesday
Portugal,57115.99,48976.96,2019-03-27,Books,"Lind, Mueller And Stoltenberg",Celine Tumasian,Aurelie Wren,Mobile,53-3803984,8139.02999999999,14.250002494923,2019,3,Wednesday
France,74685.85,59166.13,2020-05-23,Games,"Lubowitz, Mclaughlin And Erdman",Othello Bowes,Avrit Chanders,Pc,68-0176456,15519.72,20.7800004954084,2020,5,Saturday
France,74103.82,64811.2,2020-02-01,Appliances,Johns And Sons,Othello Bowes,Ora Grennan,Pc,63-7370049,9292.62000000001,12.5400013116732,2020,2,Saturday
France,176190.16,142273.55,2019-02-09,Appliances,Johns And Sons,Othello Bowes,Maighdiln Upcraft,Pc,03-3461826,33916.61,19.250002383788,2019,2,Saturday
Sweden,185778.3,154734.75,2020-06-25,Electronics,"Jacobson, Marvin And Brown",Maxie Marrow,Tarrah Castelletti,Pc,76-5888381,31043.5499999999,16.7099978845753,2020,6,Thursday
France,212521.26,172014.71,2019-06-20,Books,Johns And Sons,Othello Bowes,Crysta Halls,Pc,43-7357498,40506.55,19.0599989855132,2019,6,Thursday
France,40148.49,31954.18,2019-02-02,Electronics,Hane Inc,Othello Bowes,Amelina Piscopiello,Pc,88-8981595,8194.30999999999,20.410007947995,2019,2,Saturday
